公司代码,年度,被购买方名称,股权取得时点,股权取得成本,股权取得比例,股权取得方式,购买日,购买日的确定依据,购买日至期末被购买方的收入,购买日至期末被购买方的净利润
2512,2015,广东隽成投资有限公司,2015.2.28,0,51,现金支付,2015.2.28,实际取得控制权日,0,-185769.02
2510,2014,湘潭天汽模普瑞森传动部件有限公司,2014.11.13,24277190.16,100,分布实现企业合并,2014.11.13,取得实际控制权,4797840.95,-77130.96
2509,2014,正伟工程公司,2014.7.31,25000000,100,现金购买,2014.7.31,实际取得控制权,22903895.08,1826022.81
2509,2015,中茂生物,2015.12.31,1269000000,100,发行股份购买,2015.12.31,达到控制条件，已拥有与股权相关的报酬和风险,0,0
2509,2015,中茂园林,2015.12.31,1200000000,100,发行股份购买,2015.12.31,达到控制条件，已拥有与股权相关的报酬和风险,0,0
2507,2015,四川省惠通食业有限责任公司,2015.10.8,129200000,100,发行股份及支付现金购买,2015.10.8,根据股权收购协议，交割日为惠通食业原股东王爱萍、曹绍明、曹晓玲分别将持有的惠通食业股权过户至涪陵榨菜名下并完成工商变更登记之日。并且收购协议约定：惠通食业资产的权利和风险自交割日起发生转移，本公司自惠通食业的资产交割日起即为标的资产的唯一权利人，股权出让方对惠通食业的资产不再享有任何权利或承担任何义务和责任。2015年10月8日，惠通食业取得了变更后的营业执照。同时，公司正式派遣管理人员入驻惠通食业参与生产经营决策，取得控制权。,21135963.74,276849.52
2506,2015,张家港协鑫集成科技有限公司,2015.12.4,797880000,100,发行股份购买资产,2015.12.4,工商变更办理完成,220645272.89,21519805.14
2506,2015,江苏东昇光伏科技有限公司,2015.11.30,"1,225,000,00.00",100,发行股份购买资产,2015.12.4,工商变更办理完成,193954467.51,14128538.58
2506,2015,江苏佳讯太阳能电力设计院有限公司,2015.7.31,39310000,80,股权转让,2015.8.12,工商变更办理完成,11001886.79,1978111.28
2503,2014,广州伊烁服饰有限公司,2014.8.20,57000000,95,现金增资,2014.8.20,控制权转移,16742233.9,-8434832.08
2502,2015,深圳市第一波网络科技有限公司,2015.2.28,879154038.91,100,现金及发行股份购买股权,2015.2.28,2月27日出具编号为广会验字[2015]G14007160161号的验资报告。中国证券登记结算有限责任公司深圳分公司已于2015年3月6日出具了股份登记申请受理确认书。此前交易已经获得双方股东会同意、证监会许可，故以2015年2月28日作为购买日。,204813597.33,101464751.92
2498,2014,QINGDAO HANHE CABLE COMPANY,2014.7.31,669,100,现金,N/A,N/A,N/A,N/A
2497,2014,兴晟锂业,2014.10.30,82000000,100,现金收购,2014.10.30,完成工商变更登记手续,23013376.46,-6021426.22
2497,2014,佳成爆破,2014.7.3,18193200,65,现金收购,2014.7.3,完成工商变更登记手续,8065752,1989594.3
2496,2014,明进纳米公司,2014.7.4,4000000,65,货币资金,2014.7.4,实际控制权,1448028.74,-2242341.87
2496,2014,嘉隆化工公司,2014.6.16,125398500,53.25,货币资金,2014.6.16,实际控制权,102038237.03,-14086441.26
2496,2014,宁翔化工公司,2014.8.31,6230000,100,货币资金,2014.8.31,实际控制权,24600,-1125538.13
2496,2015,石家庄瑞凯公司,2015.7.1,269000000,51,货币资金,2015.7.1,取得控制权,60379693.08,4833090.48
2496,2015,聊城东染公司,2015.1.1,22990000,51,货币资金、预付款项,2015.1.1,取得控制权,36135336.28,4269367.39
2496,2014,上海博闰公司,2014.4.11,2805000,51,货币资金,2014.4.11,实际控制权,97203818.21,1720144.13
2494,2014,河北华源服装有限公司,2014.12.31,58000000,100,收购,2014.12.31,实际控制权,0,0
2494,2014,SIAVELVET MINKA,2014.10.31,24539439.26,100,收购,2014.10.31,实际控制权,2370.86,-10420.05
2492,2014,鑫国际化工仓储有限公司,2014.4.30,26500000,70,购买,2014.4.30,取得实际控制权时点,0,-163169.79
2491,2014,苏州瑞翼信息技术有限公司,2014.10.31,115000000,51,发行股份购买资产,2014.10.31,股东大会决议并工商变更,15184002.41,7315441.79
2490,2015,寿光市懋隆小额贷款股份有限公司,2015.9.7,30000000,20,购买,2015.9.1,实际取得控制权,3464024.4,2080767.97
2489,2014,永金管业,2014.4.23,20000000,100,现金购买,2014.4.23,办妥工商变更,135259923.61,4881150.75
2489,2015,北京联拓,2015.8.31,438000000,60,现金购买,2015.8.31,办妥工商变更,118674945.99,-38803633.37
2488,2014,杭州金固新能源开发有限公司,2014.4.15,87200000,100,非同一控制下企业合并,2014.4.15,办妥股权转让手续,N/A,-328843.17
2488,2014,杭州富阳佰特商贸有限公司,2014.8.14,1070000,60,非同一控制下企业合并,2014.8.14,办妥股权转让手续,395977.29,-1115964.37
2482,2014,南京广田柏森实业有限责任公司,2014.5.31,204000000,60,购买,2014.5.31,取得实际控制权,357997103.23,7915736.58
2482,2014,深圳市新华丰生态环境发展有限公司,2014.1.31,30630000,51,购买,2014.1.31,取得实际控制权,73399389.24,229698.74
2480,2015,奥威科技,2015.1.31,153000000,51,购买,2015.1.31,完成工商备案登记,28246665.54,-12529236.6
2477,2015,河南杰夫电子商务有限公司,2015.9.29,22950000,51,货币资金收购股权+增资,2015.9.29,支付收购款项等并实质控制权转移,11287099.67,2531892.15
2477,2014,浙江省东阳市东元食品有限公司,2014.1.1,3200000,64,货币资金收购股权,2014.1.1,支付收购款项等并实质控制权转移,15858012.75,-543928.41
2477,2015,苏州淘豆食品有限公司,2015.10.28,75670000,61,货币资金收购股权+增资,2015.10.28,支付收购款项等并实质控制权转移,52812047.53,-2689381.29
2477,2015,河南太平种猪繁育有限公司,2015.6.30,70000000,70,货币资金收购股权+增资,2015.6.30,支付收购款项等并实质控制权转移,73297195,-6126999.81
2476,2014,康贝油气,2014.4.29,45078500,51,现金收购,2014.4.29,工商登记变更之日,61411429.64,5588684.88
2475,2015,昆山讯滔精密机械有限公司,2015.12.26,9597000,70,购买,2015.12.26,取得控制权,N/A,N/A
2475,2014,SukkunststofftechnikGmbH,2014.1.7,17220634.61,100,受让股权,2014.1.7,股权变更,179487491.79,N/A
2475,2015,永新县博硕电子有限公司,2015.1.31,25000000,100,购买,2015.1.31,取得控制权,37426895.6,-5649517.11
2475,2014,深圳协创通实业有限公司,2014.9.1,22821600,100,受让股权,2014.9.1,支付对价款,N/A,2940370.58
2471,2015,河南虹峰电缆股份有限公司,2015.11.30,56197818,51,非同一控制下企业合并,2015.11.30,取得控制权,30459541.61,-745347.06
2471,2015,无锡市恒汇电缆有限公司,2015.11.30,172049100,51,非同一控制下企业合并,2015.11.30,取得控制权,68980158.71,226437.92
2471,2015,江苏长峰电缆有限公司、江苏上鸿润合金复合材料有限公司,2015.11.30,197219600,65,非同一控制下企业合并,2015.11.30,取得控制权,159817276.36,2079929.08
2470,2015,新疆金正大农佳乐生态工程有限公司,2015.3.25,30600000,51,支付现金,2015.3.25,取得控制权,418938.05,-3759911.41
2467,2015,"FreedomEnterprise,L.L.C.",2015.8.3,37776088.12,100,购买,2015.8.3,付款51%以上，且股权变更完毕,706257.96,-158054.98
2467,2015,迪讯（香港）有限公司,2015.5.18,98444743.71,100,购买,2015.5.18,付款50%以上，且股权变更完毕,22508882.03,-689712.31
2466,2015,天齐锂业国际,2015.4.30,440465322.04,100,现金收购,2015.4.30,签署协议,174634306,57737171.02
2465,2014,广州有华信息科技有限公司,2014.2.1,224000000,100,现金支付,2014.2.1,营业执照变更日期,N/A,N/A
2465,2014,广东怡创科技股份有限公司,2014.2.1,616000000,44,现金支付,2014.2.1,营业执照变更日期,785181015.28,146253798.91
2465,2014,四川海格承联通信技术有限公司,2014.7.28,200000000,70,现金支付,2014.7.28,营业执照变更日期,76782419.85,17666966.13
2465,2015,深圳康来士标准测试技术有限公司,2015.3.31,5100000,51,现金支付,2015.3.31,协议约定权益划分日期,15047661.57,3537810.31
2465,2014,杭州承联通信技术有限公司,2014.7.28,N/A,70,现金支付,2014.7.28,营业执照变更日期,7433328.3,764878.65
2465,2014,陕西海云天线有限责任公司,2014.8.1,55000000,100,现金支付,2014.8.1,营业执照变更日期,1864077.67,578692.11
2464,2015,香港摩伽科技有限公司,2015.10.19,2203842638.5,100,购买,2015.10.31,工商变更完毕,263423133.69,96980991.48
2462,2014,重庆嘉事臻跃医疗器械有限公司,2014.10.1,38919900,45.11,受让,2014.10.1,协议约定及工商变更,13604706.78,948018.48
2462,2014,上海贤殊科贸有限公司,2014.4.1,500000,100,受让,2014.4.1,协议约定及工商变更,8485635.18,897485.24
2462,2014,上海康羽医疗设备有限公司,2014.4.1,500000,100,受让,2014.4.1,协议约定及工商变更,11157560.81,796133.48
2462,2014,北京康泽美医疗器械有限公司,2014.4.1,1000000,100,受让,2014.4.1,协议约定及工商变更,100911752.46,7795622.76
2462,2014,北京金康瑞源商贸有限公司,2014.1.1,3100000,41.2,受让,2014.1.1,工商变更,94124861.53,6804231.34
2462,2014,辽宁嘉事堂药业有限公司,2014.5.1,2000000,100,受让,2014.5.1,协议约定及工商变更,61973586.01,6541746.1
2462,2014,北京嘉事爱医疗器械有限公司,2014.1.1,14534100,41.1,受让,2014.1.1,协议约定及工商变更,90346236.93,6144796.97
2462,2014,北京方同正园科技发展有限公司,2014.4.1,1000000,100,受让,2014.4.1,协议约定及工商变更,11066376.06,518945.45
2462,2015,嘉事国润（上海）医疗科技有限公司,2016.7.1,N/A,N/A,N/A,2016.7.1,协议约定及工商变更完毕,263402442.74,5203913.86
2462,2015,深圳市贝来达科技有限公司,2016.7.1,N/A,N/A,N/A,2016.7.1,协议约定及工商变更完毕,6483889.89,427118.81
2462,2014,广州嘉事百洲医疗器械有限公司,2014.8.1,48795474,45.11,受让,2014.8.1,协议约定及工商变更,67203314.34,4898656
2462,2014,广州嘉事怡核医疗科技有限公司,2014.8.1,38598841,45.12,受让,2014.8.1,协议约定及工商变更,53409506.79,4748386.8
2462,2014,四川嘉事馨顺和医疗器有限公司,2014.10.1,50600100,100,受让,2014.10.1,协议约定及工商变更,34958158.32,3399663.57
2462,2014,北京爱立建医疗器械有限公司,2014.4.1,1000000,100,受让,2014.4.1,协议约定及工商变更,72388611.41,3129123.15
2462,2014,广州嘉事吉健医疗器械有限公司,2014.1.1,66380300,41.1,受让,2014.1.1,协议约定及工商变更,287218110.48,22376770.67
2462,2014,上海嘉事嘉意医疗器械有限公司,2014.10.1,85432200,45.11,受让,2014.10.1,协议约定及工商变更,39091363.9,2276167.02
2462,2014,广州市润晔贸易有限公司 ,2014.4.1,500000,100,受让,2014.4.1,协议约定及工商变更,50559735.08,1926843.95
2462,2014,上海佳上医疗器材有限公司,2014.11.1,500000,100,受让,2014.11.1,协议约定及工商变更,10821258.91,1247334.45
2462,2015,北京嘉事唯众医疗器械有限公司,2016.7.1,N/A,N/A,N/A,2016.7.1,协议约定及工商变更完毕,143788004.76,3474828.39
2462,2014,上海栩然商贸有限公司,2014.4.1,1000000,100,受让,2014.4.1,协议约定及工商变更,32959034.97,1955718.06
2462,2014,浙江嘉事杰博医疗器械有限公司,2014.10.1,76149300,45.12,受让,2014.10.1,协议约定及工商变更,29342500.12,1953856.59
2462,2014,上海忻桦实业有限公司,2014.4.1,500000,100,受让,2014.4.1,协议约定及工商变更,4615145.99,323939.73
2460,2015,深圳市美拜电子有限公司,2015.7.1,364855796.05,100,购入,2015.7.1,完成股权变更,184575740.21,23740527.42
2460,2014,Blackstairs Lithium Limited,2014.4.25,2983394.94,51,现金购入,2014.4.25,爱尔兰合资企业协议,N/A,3856264.18
2460,2015,江西西部资源锂业有限公司,2015.5.6,126460000,100,购入,2015.5.6,完成股权变更,N/A,-622710.96
2457,2015,宁夏青龙水电安装有限公司,2015.3.18,1900000,100,收购,2015.3.18,支付股权转移,10920000,1250000
2453,2015,福建省力菲克药业有限公司,2015.8.31,61200000,51,现金购买,2015.8.31,形成控制,28493943.01,8496412.03
2453,2015,镇江润港化工有限公司,2015.4.30,46750000,85,现金购买,2015.4.30,形成控制,12818889.06,4886220.95
2452,2015,湖南长高电气有限公司,2015.7.6,150000000,100,设立,2015.7.6,N/A,N/A,N/A
2452,2015,湖南长高成套电器有限公司,2015.7.6,100000000,100,设立,2015.7.6,N/A,N/A,N/A
2452,2015,湖南长高高压开关有限公司,2015.7.1,150000000,100,设立,2015.7.1,N/A,N/A,N/A
2452,2015,杭州伯高车辆电器工程有限公司,2015.4.5,5100000,51,设立,2015.4.5,N/A,N/A,N/A
2452,2015,湖南长高思自动化有限公司,2015.12.7,9000000,90,设立,2015.12.7,N/A,N/A,N/A
2452,2015,湖南长高新能源电力有限公司,2015.10.9,10000000,100,设立,2015.10.9,N/A,N/A,N/A
2451,2014,北京亿力新能源股份有限公司,2014.11.14,103500000,69,购买,2014.11.14,工商变更登记,111020000,14500000
2449,2015,浙江亚威朗科技有限公司,2015.6.15,76500000,62.5,收购与增资,2015.6.15,董事会重组派出董事之日,14578180.06,-15943932.49
2448,2014,安徽中原内配有限责任公司,2014.11.28,68000000,70,购买,2014.11.28,取得控制权,2677037.76,-972056.59
2446,2014,深圳市合正汽车电子有限公司,2014.7.30,480000000,100,支付现金,2014.7.31,取得控制权,123184272.16,29872162.85
2444,2015,上海铼锘光电科技有限公司,2015.8.17,N/A,65,协议转让,2015.8.17,控制权发生转移,N/A,N/A
2444,2015,常州华达科捷工程机械 有限公司,2015.8.17,N/A,61.75,协议转让,2015.8.17,控制权发生转移,N/A,N/A
2444,2015,常州市金天地仪器有限公司,2015.8.17,N/A,58.5,协议转让,2015.8.17,控制权发生转移,N/A,N/A
2444,2015,南京瓯谱光电科技有限公司,2015.8.17,N/A,33.15,协议转让,2015.8.17,控制权发生转移,N/A,N/A
2444,2015,常州华达科捷光电仪器有限公司,2015.8.17,200864082.56,65,协议转让,2015.8.17,控制权发生转移,62959124.42,6098598.33
2442,2014,桦甸市常山铁矿有限公司,2014.1.7,14508740,100,购买,2014.1.7,取得控制权,6891779.47,17276007.98
2440,2014,连云港明豪化工有限公司,2014.1.10,9000000,90,转让,2014.1.10,签订股权转让协议,0,0
2439,2014,北京书生电子技术有限公司,2014.10.9,91800000,51,货币出资,2014.9.30,取得控制权,28669458.67,5883262.36
2439,2014,杭州合众数据技术有限公司,2014.12.12,178500000,51,货币出资,2014.9.30,取得控制权,33507027.22,18105132.18
2438,2015,无锡市法兰锻造有限公司 ,2015.12.24,330000000,100,发行股份及支付现金,2015.12.31,工商变更及实际控制,N/A,N/A
2437,2015,誉衡（香港）股份有限公司,2015.8.27,N/A,100,购买,2015.8.27,控制权转移,N/A,N/A
2437,2014,南京万川华拓医药有限公司,2014.5.1,797750000,100,购买,2014.5.1,控制权转移,340419130.05,47076866.33
2437,2015,山西普德药业股份有限公司,2015.2.1,2388729900,85.01,购买,2015.2.1,控制权转移,518898223.13,184385070.83
2437,2014,上海华拓医药科技有限公司,2014.2.1,1095715006.27,98.86,购买,2014.2.1,控制权转移,495517749.77,162148037.94
2436,2015,Group* QPIGroup Holding B.V,2015.10.1,15873671.15,100,直接购买,2015.10.1,支付对价,22015164.87,-713972.07
2436,2015,Fineline,2015.3.20,262240088.57,30,直接购买,2015.3.20,支付对价,442868356.97,37186159.74
2436,2015,湖南源科创新科技有限 公司,2015.12.12,60000000,70,直接购买,2015.12.12,支付对价,2311002.89,1037509.68
2434,2015,金兴汽车内饰股份有限公司,2015.10.12,140000000,70,股权收购,2015.10.12,收购通过本公司董事会决议并支付大部分股权转让款,278580985.39,9390733.26
2433,2014,上海太安堂大药房有限公司,2014.4.1,13823862.14,100,收购,2014.4.1,取得控制权,28122441.64,-6759269.92
2433,2014,广东康爱多连锁药店有限公司,2014.11.1,350000000,100,收购,2014.11.1,取得控制权,83215213.42,512684.14
2431,2015,贝尔高林国际（香港）有限公司,2015.12.31,724113471.58,80,购买,2015.12.31,股权登记,N/A,N/A
2431,2015,广州园汇信信息科技有限公司,2015.7.1,13000000,100,购买,2015.7.1,股权登记,2560961.65,-2612759.27
2429,2015,北京风行公司,2015.11.30,967000000,63,现金收购,2015.11.30,董事会成立并实施控制,41223497.27,1354799.08
2426,2015,苏州捷力新能源材料有限公司,2015.11.30,612000000,51,发行股份购买,2015.11.30,已控制被购买方的财务与经营,13268129.21,782997.04
2426,2015,南京德乐科技有限公司,2015.7.31,595146006,100,发行股份购买,2015.7.31,已控制被购买方的财务与经营,2583017058.55,60036445.47
2426,2015,苏州富强科技有限公司,2015.7.31,763932601,100,发行股份购买,2015.7.31,已控制被购买方的财务与经营,131853570.5,54603528.84
2426,2015,苏州市智诚光学科技有限公司,2015.7.31,300364810.17,100,发行股份购买,2015.7.31,已控制被购买方的财务与经营,126276949.95,24328493.48
2426,2015,福清福捷塑胶有限公司,2015.11.30,103124329.79,80,发行股份购买,2015.11.30,已控制被购买方的财务与经营,28955247.17,-2543235.13
2425,2015,深圳市酷牛互动科技有限公司,2015.3.25,750000000,100,收购,2015.3.25,工商变更,93852467.91,72344116.59
2425,2015,杭州幻文科技有限公司,2015.6.16,501000300,100,收购,2015.6.16,工商变更,58362442.6,41970424.88
2424,2014,贵阳市南明区天源医院有限责任公司,2014.7.2,1480000,100,非同一控制下企业合并,2014.7.2,支付全部价款工商登记手续办理完毕,0,0
2421,2015,江苏久信医疗科技有限公司,2015.11.12,871975000,100,发行股份及支付现金购买,2015.11.12,同时符合准则规定的条件,149604028.98,24824480.69
2421,2014,上海腾隆变配电设备管理有限公司,2014.4.29,17100000,100,购买,2014.4.29,同时符合准则规定的条件,23500424.31,-42331.38
2420,2015,重庆风华电子技术发展有限责任公司,2015.7.15,680000,100,购买,2015.7.15,实际取得控制权,2196144.11,-801643.31
2419,2014,深圳市万店通商贸有限公司,2014.12.26,29090000,100,现金,2014.12.31,已支付了购买价款的大部分，办理完毕工商登记变更手续，办理了财产交接手续,N/A,N/A
2418,2015,富嘉融资租赁有限公司,2015.12.31,675000000,75,现金收购,2015.12.31,控制权转移,N/A,N/A
2413,2015,北京理工雷科电子信息技术有限公司,2015.6.4,736789823.63,100,支付现金,2015.6.4,达到控制条件，已拥有与股权相关的报酬和风险,188898223.77,52338437.53
2410,2014,ProgmanOy（包含CadcomAB）,2014.5.31,"1,800,0000.00欧元",100,收购,2014.5.31,交割日完成且价款已支付88.89%,51180926.14,5250803.74
2407,2015,河北红星汽车制造有限公司,2015.8.31,50000000,62.09,受让,2015.8.31,取得控制权,9435121.59,-12297484.36
2405,2015,Mapbar  Technology Limited,2015.11.9,295945956.88,51,增资,2015.11.9,实际控制,50711055.88,8950434.35
2405,2015,北京腾瑞万里科技有限公司,2015.3.24,15000000,51,收购,2015.3.24,实际控制,9005616.46,4312104.81
2405,2015,和骊安（中国）汽车信息系统有限公司,2015.3.5,70000000,51,增资,2015.3.5,实际控制,15149583.07,-13602288.58
2405,2014,长沙市海图科技有限公司,2014.7.29,27000000,51,收购,2014.7.29,工商变更,9106833.32,1290983.97
2404,2014,嘉兴市中丝茧丝绸市场发展有限公司,2014.2.28,40295324.4,70.25,现金,2014.2.28,工商变更登记,13963541.91,-775021.4
2404,2015,香港融通国际有限公司,2015.10.15,824997.78,100,购买,2015.10.15,注册登记证书,N/A,-123860.25
2404,2014,嘉兴市大宗商品交易结算有限公司,2014.4.30,5692792.16,100,现金,2014.4.30,工商变更登记,N/A,-516031.66
2400,2015,南京金海洋窗之景广告有限公司,2015.4.30,7500000,80,货币资金,2015.4.30,控制权转移,5359400,769954.21
2400,2015,广州蓝门数字营销顾问有限公司,2015.10.31,72930000,51,货币资金,2015.10.31,控制权转移,13807128.03,7593363.68
2400,2015,上海传漾广告有限公司,2015.6.30,468000000,80,货币资金,2015.6.30,控制权转移,102581220.56,44083028.52
2400,2015,上海韵翔广告有限公司,2015.8.30,226765000,55,货币资金,2015.8.30,控制权转移,173385251.58,25340370.38
2400,2015,上海晋拓文化传播有限公司,2015.11.30,"624,000,00000",80,货币资金,2015.11.30,控制权转移,41027799.6,1940241.96
2399,2014,SPL Acquisition Corp.,2014.4.9,1418082019.32,100,现金支付,2014.4.9,公司管理层确认声明，收购方首席律师确定交易完成，管理权正式转让等,717262738.41,72800410.07
2399,2015,Cytovance BiologicsInc,2015.10.5,1211492947.66,100,现金支付,2015.10.5,公司管理层确认声明，支付全部收购价款，管理权正式转让等,50450986.06,-10073938.65
2398,2014,江西科之新材料有限公司,2014.4.30,23357872,100,购买,2014.4.30,工商变更登记,12966508.84,912262.85
2396,2014,睿云联（厦门）网络通讯技术有限公司,2014.11.30,8000000,40,购买,2014.11.30,完成工商变更,2320087.9,-489472.62
2396,2015,福建四创软件有限公司,2015.3.31,24000,40,购买,2015.3.31,完成工商变更登记,20573.95,4946.45
2396,2015,德明通讯(上海)有限责任公司,2015.8.1,32175,65,购买,2015.8.1,已改组董事会并实际控制,20398.36,4113.59
2395,2014,苏州华申,2014.1.6,16980000,100,现金,2014.1.6,完成工商变更登记手续,6038672.8,-742934.3
2394,2015,南通联发、天翔印染,2015.1.12,50400000,66.67,增资,2015.1.1,取得经营控制权,38240284.38,-25311025.81
2392,2014,上海新泰山高温工程材料有限公司,2014.3.31,61390000,100,现金收购,2014.3.31,取得控制权,17194443.02,-192744.01
2390,2015,贵州省六枝特区博大医院有限公司,2015.6.30,47306700,70,增资扩股,2015.6.30,已办理工商变更手续,N/A,N/A
2390,2014,贵州科开医药有限公司,2014.3.31,1014326662,99.98,发行股票、收购,2014.3.31,已办理工商变更手续,1771272872.19,97088291
2390,2015,贵州黔南州汇达药业有限公司,2015.9.30,1530000,51,收购,2015.6.30,已办理工商变更手续,161563097.18,-6564435.71
2390,2014,贵州盛远医药有限公司,2014.9.30,27119300,100,收购,2014.9.30,已办理工商变更手续,104237534.31,1968837.98
2390,2014,贵州卓大医药有限责任,2014.4.30,20652400,70,增资扩股,2014.4.30,已办理工商变更手续,165658670.79,1842732.54
2389,2014,宁波东旭成新材料科技有限公司,2014.8.12,480000000,80,现金及发行股份,2014.8.12,控制权发生转移,131123147.45,32115104.87
2388,2014,东莞亦准自动化科技有限公司,2014.1.7,2000000,51,现金收购,2014.1.7,股权变更,2341572.6,-658100.46
2384,2014,Mutto Optronics Group Limited,2014.4.21,313070595,100,现金支付,2014.5.1,境内重要子公司办妥工商登记,443906166.18,-4675758.55
2383,2015,长春天成科技发展有限公司,2015.5.1,160000000,100,发行股份及支付现金,2015.5.1,取得控制权,37473338.26,19855147.19
2383,2015,北京招通致晟科技有限公司,2015.5.1,157000000,100,发行股份及支付现金,2015.5.1,取得控制权,44885300.44,17321556.29
2383,2015,深圳海棠通信有限公司,2015.5.1,28413800,70,支付现金,2015.5.1,取得控制权,36995817.61,3475582.23
2382,2014,珠海保税区大生生物科技有限 公司,2014.12.31,11970000,66.5,购买及增资,2014.12.31,取得实际控制,N/A,N/A
2382,2014,上海透析资产管理顾问有限公司,2014.12.1,5635592.89,85.44,增资取得,2014.12.1,取得实际控制,N/A,-194330.02
2380,2015,闻望自动化,2015.11.3,4550000,65,收购,2015.11.3,支付股权收购价款，取得子公司控制权,146330.77,-490216.36
2380,2014,杭州德伺麦科技有限公司,2014.1.7,5100000,51,收购,2014.1.7,实际控制,12875475.9,1805376.84
2377,2014,JKInvestment(HongKong)Co.Limited,2014.7.18,8000,100,货币出资,2014.7.18,控制权发生转移,N/A,-725681.27
2377,2014,SaharaEnergyLtd.,2014.8.18,91951273.73,69.04,货币出资,2014.8.18,控制权发生转移,690093.55,-3854342.73
2376,2014,威海华菱光电股份有限公司,2014.4.30,277367926.7,51,分步实现企业合并,2014.4.30,工商变更,185257355.17,61642983.85
2375,2014,厦门万安智能有限公司,2014.11.1,398437000,65,增资及股权转让,2014.11.1,取得控制权,147042323.54,22221713.99
2375,2014,深圳众为兴技术股份有限公司,2014.8.1,600000000,100,股份和支付现金相结合,2014.8.1,工商变更,69155449.33,14424075.47
2375,2014,深圳市炫维网络技术有限公司,2014.12.1,119756100,56.22,增资及股权转让,2014.12.1,取得控制权,0,0
2373,2015,北京远航通信息技术有限公司,2015.8.28,88000000,80,现金收购,2015.8.28,已控制被购买方的财务与经营,21280325.54,7860245.93
2373,2015,厦门千方智通科技有限公司,2015.6.18,1728000,72,现金收购,2015.6.18,已控制被购买方的财务与经营,761317.92,-667248.96
2373,2015,杭州鸿泉数字设备有限公司,2015.3.20,88000000,55,现金收购,2015.3.20,已控制被购买方的财务与经营,72242006.73,22286909.72
2373,2015,郑州警安保全技术有限公司,2015.10.27,56700000,70,现金收购,2015.10.27,已控制被购买方的财务与经营,1251668.77,-181.62
2364,2015,苏州普瑞公司,2015.4.28,36000000,60,购买,2015.4.28,股东会决议,18859130.11,4794014.54
2364,2015,北京殷图公司,2015.6.22,54900000,60,购买,2015.6.22,股东会决议,12173236.94,4745019.4
2361,2015,嘉业航空 ,2015.11.10,425000000,100,发行股份,2015.11.10,实际支付,29424945.43,7955235.85
2361,2015,黄山神剑,2015.3.9,46685200,96.06,现金,2015.3.9,实际支付,78229777.37,5273315.85
2355,2015,武汉英泰斯特电子技术有限公司,2015.10.31,281928000,51,股权收购及增资,2015.10.31,协议通过,32142664.54,10868152.89
2353,2014,德州联合石油机械有限公司,2014.5.31,211136241.44,53.65,购买,2014.5.31,取得控制权,248331166.71,40016001.75
2350,2015,郑州开新电工有限公司,2015.9.29,33000000,60,现金支付,2015.9.29,按会计准则的要求,28002000,1486351.36
2350,2014,北京科锐博润电力电子有限公司,2014.1.4,59700000,66.33,支付现金,2014.1.4,按会计准则的要求,72329909.99,621023.62
2350,2014,北京科锐博实电气设备有限公司,2014.7.2,86500000,100,支付现金,2014.7.2,按会计准则的要求,590000,-1062010.63
2349,2014,江苏金丝利药业有限公司,2014.12.1,77785000,48,现金购买,2014.12.1,支付款项、工商变更并实际控制,1321200,-682600
2349,2015,如东东力企业管理有限公司,2015.11.30,691600000,100,发行股份及现金支付,2015.11.30,工商变更并实际开始控制生产经营,9100504.26,3490822.67
2349,2015,陇西保和堂药业有限责任公司,2015.11.3,24000000,40,支付现金,2015.11.3,工商变更并实际开始控制生产经营,N/A,-206103.08
2345,2014,菲安妮有限公司,2014.6.24,1410555860.88,100,现金收购,2014.6.24,2014年3月31日潮宏基国际受让其持有菲安妮50.2827%股权交易通过股东大会审批；2014年4月14日获得广东省发展改革委的批复；2014年6月18日潮宏基国际支付了该笔股权转让价款；2014年6月24日办理完成股权转让过户手续，潮宏基控制了被购买方的财务和经营政策，享有相应的收益并承担相应的风险。,155728663.12,41860722.73
2343,2015,北京赞成科技发展有限公司,2015.11.11,1100000000,100,现金,2015.11.11,工商变更,79289543.63,22089181.03
2343,2015,上海慈文信息技术有限公司,2015.10.13,9000000,90,现金,2015.10.13,工商变更,16483025.64,8484242.31
2340,2015,武汉新长江钢管有限公司,2015.8.17,41800000,100,收购,2015.8.17,完成财产交接手续，取得实际控制权,8333.33,-616373.95
2340,2015,武汉市绿色文明回收经营有限责任公司,2015.7.30,2548364.07,60,收购,2015.7.30,完成财产交接手续，取得实际控制权,4718032.63,282957.8
2340,2014,扬州宁达贵金属有限公司,2014.9.1,333，000，000.00,60,购买,2014.9.1,完成财产交接手续，取得实际控制权,101068837.11,23197088.64
2340,2015,浙江德威硬质合金制造有限公司、上海络威进出口有限公司、DEWEIINTE RNATIONAL INC,2015.10.22,195000000,65,收购,2015.10.22,完成财产交接手续，取得实际控制权,55239242.21,10729647.08
2340,2014,清美通达锂能科技（无锡）有限公司,2014.5.19,52982000,59,购买,2014.5.19,完成财产交接手续，取得实际控制权,146824478.3,4675410.27
2340,2015,余姚市兴友金属材料有限公司,2015.10.8,29714300,65,收购,2015.10.8,完成财产交接手续，取得实际控制权,21210256.44,1585100.23
2340,2015,山西洪洋海鸥废弃电子产品回收处理有限公司,2015.10.14,17986000,68,收购,2015.10.14,完成财产交接手续，取得实际控制权,8269419.15,-438667.46
2339,2014,山东积成仪表有限公司,2014.4.9,7650000,51,货币资金,2014.4.9,股权转让协议,9490542.98,-300952.71
